province_id,river_ids,river_names,primary_river_id,primary_river_name,river_types,max_width_class,has_major_river,has_tributary,has_canal,has_delta,has_marsh_channel,has_wadi,has_floodplain,has_crossing,river_crossing_type,crossing_ids,navigable_river,river_trade_value,river_defense_bonus,river_movement_penalty,supply_bonus,farmland_bonus
PROV_ROV_HALEM,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_SEVRIN_CANAL,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_RED_BOG,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_OPEN_GATE,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_WEST_GEAR,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_THIRD_CHARTER,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_BLUE_CHAIN,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_WHITE_MARE,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_NINTH_BANNER,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_001,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_002,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_003,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_004,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_005,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_006,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_007,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_008,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_009,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_010,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_011,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_012,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_013,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_014,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_015,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_016,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_017,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_018,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_019,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_020,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_021,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_022,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_023,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_024,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_025,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_026,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_027,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_028,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_029,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_ROV_BASIN_030,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_001,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_002,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_003,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_004,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_005,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_006,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_007,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_008,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_009,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_010,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_011,SIM_RIVER_003,Simulated River 3,SIM_RIVER_003,Simulated River 3,major_river,4,true,false,false,false,false,false,true,true,ford,SIM_RIVER_003_PROV_GREYHOOK_011_FORD,false,13,9,2,4,3
PROV_GREYHOOK_012,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_013,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_014,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_015,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_016,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_017,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_018,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_019,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_020,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_021,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_022,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_023,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_024,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_025,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_026,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_027,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_028,RIV_CUSTOM_011,New River 11,RIV_CUSTOM_011,New River 11,tributary,2,false,true,false,false,false,false,false,false,none,,false,6,4,2,1,0
PROV_GREYHOOK_029,RIV_CUSTOM_011,New River 11,RIV_CUSTOM_011,New River 11,tributary,2,false,true,false,false,false,false,false,false,none,,false,6,4,2,1,0
PROV_GREYHOOK_030,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_031,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_032,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_033,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_034,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_035,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_036,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_037,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_038,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_039,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_040,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_041,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_042,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_043,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_044,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_045,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_046,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_047,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_048,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_049,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_050,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_051,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_052,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_053,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_054,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_055,SIM_RIVER_001,Simulated River 1,SIM_RIVER_001,Simulated River 1,tributary,5,true,true,false,false,false,false,true,false,none,,true,20,9,5,7,3
PROV_GREYHOOK_056,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_057,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_058,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_059,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_060,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_061,SIM_RIVER_001,Simulated River 1,SIM_RIVER_001,Simulated River 1,tributary,5,true,true,false,false,false,false,true,false,none,,true,20,9,5,7,3
PROV_GREYHOOK_062,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_063,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_064,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_065,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_066,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_067,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_068,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_069,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_070,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_071,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_072,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_073,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_074,SIM_RIVER_001,Simulated River 1,SIM_RIVER_001,Simulated River 1,tributary,5,true,true,false,false,false,false,true,false,none,,true,20,9,5,7,3
PROV_GREYHOOK_075,SIM_RIVER_001,Simulated River 1,SIM_RIVER_001,Simulated River 1,tributary,5,true,true,false,false,false,false,true,false,none,,true,20,9,5,7,3
PROV_GREYHOOK_076,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_077,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_078,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_079,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_080,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_081,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_082,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_083,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_084,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_085,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_086,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_087,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_088,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_089,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_090,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_091,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_092,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_093,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_094,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_095,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_096,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_097,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_098,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_099,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_100,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_101,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_102,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_103,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_104,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_105,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_106,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_107,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_108,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_109,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_110,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_111,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_112,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_113,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_114,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_115,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_116,SIM_RIVER_004,Simulated River 4,SIM_RIVER_004,Simulated River 4,tributary,5,true,true,false,false,false,false,true,true,ford,SIM_RIVER_004_PROV_GREYHOOK_116_FORD,true,20,11,3,7,3
PROV_GREYHOOK_117,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_118,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_119,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_120,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_121,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_122,SIM_RIVER_004,Simulated River 4,SIM_RIVER_004,Simulated River 4,tributary,5,true,true,false,false,false,false,true,true,ford,SIM_RIVER_004_PROV_GREYHOOK_122_FORD,true,20,11,3,7,3
PROV_GREYHOOK_123,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_GREYHOOK_124,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_001,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_002,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_003,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_004,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_005,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_006,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_007,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_008,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_009,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_010,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_011,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_012,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_013,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_014,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_015,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_016,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_017,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_018,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_019,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_020,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_021,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_022,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_023,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_024,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_025,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_026,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_027,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_028,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_029,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_030,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_031,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_032,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_033,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_034,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_035,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_036,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_037,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_038,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_039,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_040,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_041,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_042,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_043,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_044,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_045,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_046,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_047,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_048,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_049,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_050,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_051,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_052,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_053,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_054,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_055,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_056,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_057,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_058,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_059,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_060,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_061,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_062,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_063,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_064,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_065,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
PROV_CAIRN_MARCH_066,,,,,,,false,false,false,false,false,false,false,false,none,,false,0,0,0,0,0
